
SetupTitle, Bias Stress 4V LIN
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VgateStress, Time, IgateStress, IdrainStress
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, s, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V-t Sampling
Dimension1, 101, 101, 101, 101, 101, 101
Dimension2, 1, 1, 1, 1, 1, 1
DataName, VgateStress, Time, IgateStress, IdrainStress, absIdStress, absIgStress
DataValue, 4, 0, 1.3302899999999998E-08, -6.16836E-09, 6.16836E-09, 1.3302899999999998E-08
DataValue, 4, 1, 1.96929E-09, -1.8424E-09, 1.8424E-09, 1.96929E-09
DataValue, 4, 2, 1.31317E-09, -1.25711E-09, 1.25711E-09, 1.31317E-09
DataValue, 4, 3.0000000000000004, 1.02491E-09, -9.9053E-10, 9.9053E-10, 1.02491E-09
DataValue, 4, 4, 8.55217E-10, -8.2451300000000011E-10, 8.2451300000000011E-10, 8.55217E-10
DataValue, 4, 5, 7.53186E-10, -7.3531E-10, 7.3531E-10, 7.53186E-10
DataValue, 4, 6.0000000000000009, 6.7835400000000008E-10, -6.63463E-10, 6.63463E-10, 6.7835400000000008E-10
DataValue, 4, 7.0000000000000009, 6.21869E-10, -6.07848E-10, 6.07848E-10, 6.21869E-10
DataValue, 4, 8, 5.7738700000000009E-10, -5.6764700000000008E-10, 5.6764700000000008E-10, 5.7738700000000009E-10
DataValue, 4, 9, 5.41652E-10, -5.3594500000000006E-10, 5.3594500000000006E-10, 5.41652E-10
DataValue, 4, 10, 5.1195000000000008E-10, -5.03014E-10, 5.03014E-10, 5.1195000000000008E-10
DataValue, 4, 11.000000000000002, 4.86947E-10, -4.76942E-10, 4.76942E-10, 4.86947E-10
DataValue, 4, 12.000000000000002, 4.65219E-10, -4.5404400000000005E-10, 4.5404400000000005E-10, 4.65219E-10
DataValue, 4, 13.000000000000002, 4.4627400000000003E-10, -4.40637E-10, 4.40637E-10, 4.4627400000000003E-10
DataValue, 4, 14.000000000000002, 4.29723E-10, -4.23346E-10, 4.23346E-10, 4.29723E-10
DataValue, 4, 15.000000000000002, 4.1464000000000003E-10, -4.0727000000000003E-10, 4.0727000000000003E-10, 4.1464000000000003E-10
DataValue, 4, 16, 4.01566E-10, -3.9393600000000005E-10, 3.9393600000000005E-10, 4.01566E-10
DataValue, 4, 17, 3.89543E-10, -3.8645500000000004E-10, 3.8645500000000004E-10, 3.89543E-10
DataValue, 4, 18, 3.78828E-10, -3.73947E-10, 3.73947E-10, 3.78828E-10
DataValue, 4, 19, 3.68826E-10, -3.64685E-10, 3.64685E-10, 3.68826E-10
DataValue, 4, 20, 3.5948200000000005E-10, -3.54644E-10, 3.54644E-10, 3.5948200000000005E-10
DataValue, 4, 21, 3.5095800000000003E-10, -3.4540300000000004E-10, 3.4540300000000004E-10, 3.5095800000000003E-10
DataValue, 4, 22.000000000000004, 3.4340200000000004E-10, -3.37403E-10, 3.37403E-10, 3.4340200000000004E-10
DataValue, 4, 23.000000000000004, 3.36084E-10, -3.2945500000000003E-10, 3.2945500000000003E-10, 3.36084E-10
DataValue, 4, 24.000000000000004, 3.28977E-10, -3.20533E-10, 3.20533E-10, 3.28977E-10
DataValue, 4, 25.000000000000004, 3.22728E-10, -3.19028E-10, 3.19028E-10, 3.22728E-10
DataValue, 4, 26.000000000000004, 3.1676500000000004E-10, -3.1542000000000003E-10, 3.1542000000000003E-10, 3.1676500000000004E-10
DataValue, 4, 27.000000000000004, 3.1121E-10, -3.1009900000000004E-10, 3.1009900000000004E-10, 3.1121E-10
DataValue, 4, 28.000000000000004, 3.05882E-10, -3.0195700000000004E-10, 3.0195700000000004E-10, 3.05882E-10
DataValue, 4, 29.000000000000004, 3.0085300000000003E-10, -2.9874600000000005E-10, 2.9874600000000005E-10, 3.0085300000000003E-10
DataValue, 4, 30.000000000000004, 2.9598400000000003E-10, -2.9361600000000003E-10, 2.9361600000000003E-10, 2.9598400000000003E-10
DataValue, 4, 31.000000000000004, 2.9142800000000003E-10, -2.8928E-10, 2.8928E-10, 2.9142800000000003E-10
DataValue, 4, 32, 2.8710900000000005E-10, -2.8437900000000005E-10, 2.8437900000000005E-10, 2.8710900000000005E-10
DataValue, 4, 33, 2.83056E-10, -2.77552E-10, 2.77552E-10, 2.83056E-10
DataValue, 4, 34, 2.79088E-10, -2.71874E-10, 2.71874E-10, 2.79088E-10
DataValue, 4, 35, 2.75462E-10, -2.7153500000000003E-10, 2.7153500000000003E-10, 2.75462E-10
DataValue, 4, 36, 2.7188500000000004E-10, -2.6787800000000004E-10, 2.6787800000000004E-10, 2.7188500000000004E-10
DataValue, 4, 37, 2.6880400000000003E-10, -2.61837E-10, 2.61837E-10, 2.6880400000000003E-10
DataValue, 4, 38, 2.6519500000000003E-10, -2.59052E-10, 2.59052E-10, 2.6519500000000003E-10
DataValue, 4, 39, 2.62017E-10, -2.58719E-10, 2.58719E-10, 2.62017E-10
DataValue, 4, 40, 2.58818E-10, -2.5816900000000004E-10, 2.5816900000000004E-10, 2.58818E-10
DataValue, 4, 41, 2.56136E-10, -2.5370900000000004E-10, 2.5370900000000004E-10, 2.56136E-10
DataValue, 4, 42, 2.53044E-10, -2.51321E-10, 2.51321E-10, 2.53044E-10
DataValue, 4, 43, 2.5044900000000004E-10, -2.5006300000000004E-10, 2.5006300000000004E-10, 2.5044900000000004E-10
DataValue, 4, 44.000000000000007, 2.4773100000000004E-10, -2.4681500000000004E-10, 2.4681500000000004E-10, 2.4773100000000004E-10
DataValue, 4, 45.000000000000007, 2.4532500000000003E-10, -2.4619300000000003E-10, 2.4619300000000003E-10, 2.4532500000000003E-10
DataValue, 4, 46.000000000000007, 2.4263700000000003E-10, -2.4077000000000004E-10, 2.4077000000000004E-10, 2.4263700000000003E-10
DataValue, 4, 47.000000000000007, 2.4025800000000004E-10, -2.38948E-10, 2.38948E-10, 2.4025800000000004E-10
DataValue, 4, 48.000000000000007, 2.3800300000000003E-10, -2.36517E-10, 2.36517E-10, 2.3800300000000003E-10
DataValue, 4, 49.000000000000007, 2.35681E-10, -2.3853E-10, 2.3853E-10, 2.35681E-10
DataValue, 4, 50.000000000000007, 2.3374800000000003E-10, -2.3120300000000001E-10, 2.3120300000000001E-10, 2.3374800000000003E-10
DataValue, 4, 51.000000000000007, 2.3144000000000003E-10, -2.2658800000000002E-10, 2.2658800000000002E-10, 2.3144000000000003E-10
DataValue, 4, 52.000000000000007, 2.2950100000000002E-10, -2.26026E-10, 2.26026E-10, 2.2950100000000002E-10
DataValue, 4, 53.000000000000007, 2.27701E-10, -2.2648600000000003E-10, 2.2648600000000003E-10, 2.27701E-10
DataValue, 4, 54.000000000000007, 2.257E-10, -2.2065400000000002E-10, 2.2065400000000002E-10, 2.257E-10
DataValue, 4, 55.000000000000007, 2.2375900000000003E-10, -2.1950600000000002E-10, 2.1950600000000002E-10, 2.2375900000000003E-10
DataValue, 4, 56.000000000000007, 2.21795E-10, -2.1867200000000002E-10, 2.1867200000000002E-10, 2.21795E-10
DataValue, 4, 57.000000000000007, 2.2008000000000003E-10, -2.2127200000000002E-10, 2.2127200000000002E-10, 2.2008000000000003E-10
DataValue, 4, 58.000000000000007, 2.1831600000000002E-10, -2.15612E-10, 2.15612E-10, 2.1831600000000002E-10
DataValue, 4, 59.000000000000007, 2.16615E-10, -2.1888800000000002E-10, 2.1888800000000002E-10, 2.16615E-10
DataValue, 4, 60.000000000000007, 2.14904E-10, -2.1043100000000003E-10, 2.1043100000000003E-10, 2.14904E-10
DataValue, 4, 61.000000000000007, 2.13186E-10, -2.1181100000000003E-10, 2.1181100000000003E-10, 2.13186E-10
DataValue, 4, 62.000000000000007, 2.1156600000000002E-10, -2.0800100000000001E-10, 2.0800100000000001E-10, 2.1156600000000002E-10
DataValue, 4, 63.000000000000007, 2.10152E-10, -2.1194600000000002E-10, 2.1194600000000002E-10, 2.10152E-10
DataValue, 4, 64, 2.0839900000000002E-10, -2.0552200000000002E-10, 2.0552200000000002E-10, 2.0839900000000002E-10
DataValue, 4, 65, 2.0700400000000002E-10, -2.0491100000000003E-10, 2.0491100000000003E-10, 2.0700400000000002E-10
DataValue, 4, 66, 2.0573200000000001E-10, -2.0269600000000003E-10, 2.0269600000000003E-10, 2.0573200000000001E-10
DataValue, 4, 67, 2.04288E-10, -2.0744100000000002E-10, 2.0744100000000002E-10, 2.04288E-10
DataValue, 4, 68, 2.03176E-10, -1.9827800000000002E-10, 1.9827800000000002E-10, 2.03176E-10
DataValue, 4, 69, 2.0124900000000002E-10, -1.9979700000000002E-10, 1.9979700000000002E-10, 2.0124900000000002E-10
DataValue, 4, 70, 2.00024E-10, -1.92382E-10, 1.92382E-10, 2.00024E-10
DataValue, 4, 71, 1.9889200000000002E-10, -1.97231E-10, 1.97231E-10, 1.9889200000000002E-10
DataValue, 4, 72, 1.97674E-10, -1.89674E-10, 1.89674E-10, 1.97674E-10
DataValue, 4, 73, 1.96508E-10, -1.95522E-10, 1.95522E-10, 1.96508E-10
DataValue, 4, 74, 1.9549400000000002E-10, -1.8981100000000002E-10, 1.8981100000000002E-10, 1.9549400000000002E-10
DataValue, 4, 75, 1.9417100000000002E-10, -1.9172400000000002E-10, 1.9172400000000002E-10, 1.9417100000000002E-10
DataValue, 4, 76, 1.9315000000000003E-10, -1.9044600000000002E-10, 1.9044600000000002E-10, 1.9315000000000003E-10
DataValue, 4, 77, 1.9197800000000003E-10, -1.9443600000000002E-10, 1.9443600000000002E-10, 1.9197800000000003E-10
DataValue, 4, 78, 1.9069100000000002E-10, -1.89282E-10, 1.89282E-10, 1.9069100000000002E-10
DataValue, 4, 79, 1.8952100000000002E-10, -1.91527E-10, 1.91527E-10, 1.8952100000000002E-10
DataValue, 4, 80, 1.8843900000000002E-10, -1.9004300000000002E-10, 1.9004300000000002E-10, 1.8843900000000002E-10
DataValue, 4, 81, 1.8728600000000002E-10, -1.94892E-10, 1.94892E-10, 1.8728600000000002E-10
DataValue, 4, 82, 1.8615000000000002E-10, -1.8135200000000002E-10, 1.8135200000000002E-10, 1.8615000000000002E-10
DataValue, 4, 83, 1.8523400000000002E-10, -1.86467E-10, 1.86467E-10, 1.8523400000000002E-10
DataValue, 4, 84, 1.84355E-10, -1.84379E-10, 1.84379E-10, 1.84355E-10
DataValue, 4, 85, 1.83267E-10, -1.90707E-10, 1.90707E-10, 1.83267E-10
DataValue, 4, 86, 1.8212700000000002E-10, -1.79239E-10, 1.79239E-10, 1.8212700000000002E-10
DataValue, 4, 87.000000000000014, 1.8108500000000003E-10, -1.8621500000000001E-10, 1.8621500000000001E-10, 1.8108500000000003E-10
DataValue, 4, 88.000000000000014, 1.8043100000000003E-10, -1.7725200000000003E-10, 1.7725200000000003E-10, 1.8043100000000003E-10
DataValue, 4, 89.000000000000014, 1.79462E-10, -1.8375700000000002E-10, 1.8375700000000002E-10, 1.79462E-10
DataValue, 4, 90.000000000000014, 1.7861300000000002E-10, -1.7615400000000002E-10, 1.7615400000000002E-10, 1.7861300000000002E-10
DataValue, 4, 91.000000000000014, 1.7748300000000002E-10, -1.8121400000000002E-10, 1.8121400000000002E-10, 1.7748300000000002E-10
DataValue, 4, 92.000000000000014, 1.76508E-10, -1.73556E-10, 1.73556E-10, 1.76508E-10
DataValue, 4, 93.000000000000014, 1.75737E-10, -1.80233E-10, 1.80233E-10, 1.75737E-10
DataValue, 4, 94.000000000000014, 1.74908E-10, -1.7257500000000002E-10, 1.7257500000000002E-10, 1.74908E-10
DataValue, 4, 95.000000000000014, 1.74191E-10, -1.72504E-10, 1.72504E-10, 1.74191E-10
DataValue, 4, 96.000000000000014, 1.73251E-10, -1.6682900000000002E-10, 1.6682900000000002E-10, 1.73251E-10
DataValue, 4, 97.000000000000014, 1.7254100000000002E-10, -1.7222200000000002E-10, 1.7222200000000002E-10, 1.7254100000000002E-10
DataValue, 4, 98.000000000000014, 1.7187300000000002E-10, -1.68647E-10, 1.68647E-10, 1.7187300000000002E-10
DataValue, 4, 99.000000000000014, 1.7092400000000002E-10, -1.6773600000000002E-10, 1.6773600000000002E-10, 1.7092400000000002E-10
DataValue, 4, 100.00000000000001, 1.7035700000000002E-10, -1.6073500000000001E-10, 1.6073500000000001E-10, 1.7035700000000002E-10
SetupTitle, I/V Sweep
PrimitiveTest, I/V Sweep
TestParameter, Context.MainFrame, 4155C
TestParameter, Channel.UnitType, SMU, SMU, SMU
TestParameter, Channel.Unit, Gate, Source, Drain
TestParameter, Channel.IName, Igate, Isource, Idrain
TestParameter, Channel.VName, Vgate, Vsource, Vdrain
TestParameter, Channel.Mode, V, V, V
TestParameter, Channel.Func, VAR1, CONST, CONST
TestParameter, Channel.Index, 
TestParameter, Channel.Time, 
TestParameter, Measurement.Port.Unit, Gate, Source, Drain
TestParameter, Measurement.Port.SeriesResistor, NONE, NONE, NONE
TestParameter, Measurement.Port.Filter, ON, ON, ON
TestParameter, Measurement.Primary.Locus, Double
TestParameter, Measurement.Primary.Scale, LINEAR
TestParameter, Measurement.Primary.Start, VgStart
TestParameter, Measurement.Primary.Stop, VgStop
TestParameter, Measurement.Primary.Step, VgStep
TestParameter, Measurement.Primary.Compliance, IdMax
TestParameter, Measurement.Primary.PowerCompliance, 0
TestParameter, Measurement.Aborting.Condition, CONTINUE AT ANY
TestParameter, Measurement.PostOutput.Value, START
TestParameter, Measurement.PostOutput.Retention, ON
TestParameter, Measurement.Bias.Source, VgStart, Vs, Vd
TestParameter, Measurement.Bias.Compliance, IdMax, IdMax, IdMax
TestParameter, Measurement.Monitor.Unit, SMU:=Gate, SMU:=Source, SMU:=Drain
TestParameter, Measurement.Monitor.Adc, HR ADC, HR ADC, HR ADC
TestParameter, Measurement.Monitor.RangingMode, LIMITED, LIMITED, LIMITED
TestParameter, Measurement.Monitor.RangeBoundary, 1nA, 1nA, 1nA
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 1
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel1, DEFAULT
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel3, DEFAULT
TestParameter, Function.User.Name, absIdrain, absIgate
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(Idrain), abs(Igate)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Vgate
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, VgStart
TestParameter, Output.Graph.XAxis.Right, VgStop
TestParameter, Output.Graph.YAxis.Data, absIdrain
TestParameter, Output.Graph.YAxis.Scale, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-12
TestParameter, Output.Graph.YAxis.Top, IdMax
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.List.Data, Vgate, Vdrain, Idrain, Igate
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, false
MetaData, TestRecord.RecordTime, 06/16/2015 17:49:22
MetaData, TestRecord.TestTarget, ITO_1-1_pbs_01
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 0bc0f763-d385-4dcc-ac3e-987c5147f009
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgate
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -4
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absIdrain
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-12
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.01
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vgate, Vdrain, Idrain, Igate
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep
Dimension1, 162, 162, 162, 162, 162, 162
Dimension2, 1, 1, 1, 1, 1, 1
DataName, Vgate, Vdrain, Igate, Idrain, absIdrain, absIgate
